Score	HelpfulnessRatio	ReviewLength	UserReviewCount	ProductReviewCount	Positive
5	0.0	182	1	3	1
5	0.0	139	1	10	1
5	0.0	918	1	1	1
5	0.5	428	30	94	1
5	0.0	130	2	5	1
5	0.6666666666666666	306	2	165	1
3	0.875	647	1	30	0
1	0.0	431	3	413	0
5	0.6666666666666666	79	1	62	1
5	0.0	381	41	101	1
5	0.5	161	1	15	1
5	0.0	278	6	424	1
1	0.6666666666666666	225	6	72	0
5	0.6666666666666666	522	4	8	1
5	0.75	193	1	10	1
2	0.0	285	2	12	0
1	0.0	394	1	5	0
5	0.5	165	2	4	1
1	0.0	662	3	71	0
1	0.5	858	2	234	0
5	0.0	798	3	195	1
3	0.0	847	3	4	0
5	0.0	717	11	195	1
1	0.0	128	1	63	0
5	0.0	195	3	1	1
1	0.0	363	1	52	0
5	0.0	1169	1	35	1
3	0.75	1045	2	10	0
4	0.5	414	4	6	1
5	0.0	461	3	4	1
1	0.625	962	4	17	0
5	0.0	546	16	17	1
5	0.0	284	5	9	1
5	0.6666666666666666	230	3	41	1
5	0.3333333333333333	141	1	2	1
5	0.6666666666666666	146	6	72	1
3	0.0	496	4	101	0
2	0.0	156	2	3	0
1	0.14285714285714285	239	18	6	0
3	0.0	747	27	455	0
5	0.5	1124	2	66	1
4	0.4	510	4	55	1
5	0.0	396	9	14	1
3	0.5	209	2	31	0
5	0.0	541	26	151	1
5	0.0	256	5	202	1
5	0.5	142	2	276	1
5	0.0	562	8	118	1
3	0.0	224	1	2	0
3	0.6666666666666666	628	1	1	0
5	0.0	308	4	17	1
3	0.0	329	61	2	0
5	0.6666666666666666	146	11	41	1
5	0.8	513	34	60	1
5	0.875	498	1	7	1
5	0.0	325	2	9	1
3	0.3333333333333333	555	1	206	0
5	0.0	380	1	2	1
5	0.0	163	4	74	1
4	0.8333333333333334	1826	5	17	1
5	0.5	275	10	43	1
4	0.0	223	24	49	1
5	0.0	185	3	31	1
4	0.0	166	5	47	1
5	0.5	825	7	5	1
5	0.5	430	6	254	1
5	0.0	304	1	28	1
5	0.5	125	5	457	1
3	0.0	1436	3	387	0
1	0.8333333333333334	486	1	1	0
5	0.5	271	1	12	1
4	0.75	272	1	26	1
5	0.0	262	11	56	1
4	0.3333333333333333	686	40	166	1
1	0.08333333333333333	1670	4	58	0
5	0.8571428571428571	4016	7	3	1
5	0.5	597	1	11	1
5	0.5	354	14	33	1
4	0.0	122	1	5	1
4	0.8	217	1	12	1
5	0.0	161	1	39	1
5	0.9111111111111111	1050	11	238	1
5	0.8333333333333334	472	2	43	1
5	0.5	155	10	455	1
5	0.8	88	2	34	1
5	0.0	126	1	6	1
5	0.5	111	4	542	1
4	0.8333333333333334	365	1	1	1
5	0.0	300	5	110	1
5	0.0	170	2	8	1
5	0.8	349	1	11	1
5	0.0	225	2	3	1
4	0.0	317	3	10	1
4	0.8181818181818182	105	11	28	1
5	0.6666666666666666	649	20	35	1
2	0.5	393	1	16	0
4	0.0	157	9	30	1
5	0.7142857142857143	264	18	81	1
5	0.0	528	1	11	1
4	0.6666666666666666	524	63	246	1
5	0.3333333333333333	132	1	6	1
4	0.0	1248	38	1	1
2	0.0	327	44	15	0
5	0.0	149	1	1	1
5	0.5	301	4	387	1
5	0.0	258	1	47	1
5	0.972972972972973	1754	1	63	1
5	0.0	149	1	123	1
4	0.0	216	30	73	1
5	0.0	407	2	32	1
1	0.21428571428571427	110	1	5	0
5	0.8	606	2	356	1
5	0.0	444	5	274	1
4	0.0	372	14	100	1
5	0.0	345	1	139	1
5	0.0	93	8	12	1
3	0.8666666666666667	1777	1	63	0
5	0.5	284	1	19	1
2	0.5	275	7	172	0
4	0.0	80	3	74	1
5	0.8181818181818182	436	1	85	1
5	0.0	1046	18	288	1
3	0.5714285714285714	914	4	26	0
3	0.0	286	4	11	0
5	0.0	106	2	46	1
5	0.0	412	1	13	1
5	0.0	212	2	71	1
5	0.75	242	6	4	1
5	0.0	584	14	98	1
4	0.0	426	5	257	1
4	0.0	247	2	61	1
5	0.0	143	1	251	1
1	0.5	351	2	3	0
1	0.6	298	1	77	0
5	0.75	348	17	91	1
1	0.16666666666666666	312	1	14	0
5	0.6666666666666666	210	3	8	1
4	0.0	131	1	9	1
4	0.5	308	1	2	1
5	0.5	726	3	25	1
5	0.0	287	4	57	1
4	0.0	192	6	89	1
5	0.0	150	5	55	1
5	0.0	201	1	2	1
5	0.0	602	105	31	1
5	0.5	110	1	4	1
5	0.5	187	10	209	1
5	0.5	486	4	13	1
5	0.6666666666666666	176	1	50	1
4	0.0	554	1	69	1
5	0.0	690	6	3	1
5	0.6666666666666666	135	8	1	1
3	0.5	1505	8	1	0
5	0.0	178	4	632	1
1	0.6428571428571429	1635	1	3	0
4	0.75	593	6	387	1
4	0.0	295	1	5	1
1	0.9629629629629629	294	6	4	0
5	0.0	142	24	27	1
4	0.0	171	12	1	1
5	0.0	150	16	166	1
1	0.0	947	3	118	0
2	0.5	384	9	98	0
4	0.0	679	25	487	1
5	0.0	393	1	219	1
2	0.0	294	1	54	0
5	0.8333333333333334	4310	11	158	1
5	0.0	261	11	112	1
5	0.0	141	5	457	1
5	0.0	552	3	31	1
5	0.3333333333333333	108	2	14	1
5	0.8571428571428571	490	24	385	1
5	0.0	619	5	86	1
5	0.5	581	5	159	1
5	0.0	459	1	7	1
3	0.5	114	2	8	0
4	0.8888888888888888	802	1	11	1
5	0.0	257	1	224	1
3	0.0	638	2	1	0
2	0.5	245	10	15	0
1	0.0	873	1	6	0
5	0.0	740	3	10	1
5	0.0	214	5	151	1
3	0.5	479	2	49	0
3	0.0	309	2	21	0
3	0.0	119	2	1	0
5	0.5	292	6	7	1
5	0.5	267	3	310	1
5	0.5	299	7	102	1
5	0.8333333333333334	190	7	11	1
1	0.5333333333333333	1472	4	632	0
1	0.8888888888888888	137	1	8	0
1	0.6	357	14	90	0
5	0.0	214	1	143	1
4	0.6666666666666666	293	12	103	1
1	0.05	337	1	142	0
5	0.0	120	40	35	1
4	0.0	342	4	57	1
1	0.0	470	6	7	0
5	0.0	521	1	169	1
3	0.0	105	2	2	0
2	0.5	355	1	31	0
5	0.0	203	1	1	1
5	0.0	134	4	103	1
2	0.0	247	77	452	0
3	0.3333333333333333	322	18	65	0
5	0.8333333333333334	474	63	14	1
5	0.0	511	1	65	1
4	0.0	116	1	36	1
5	0.5	242	14	218	1
5	0.5	308	14	301	1
5	0.0	113	2	18	1
1	0.8333333333333334	489	28	82	0
5	0.0	365	53	7	1
5	0.5	128	6	5	1
5	0.5	214	9	564	1
5	0.0	538	2	286	1
5	0.8	283	1	6	1
3	0.0	248	11	455	0
5	0.6666666666666666	170	4	19	1
4	0.0	955	19	2	1
5	0.0	206	1	26	1
5	0.9166666666666666	628	12	170	1
4	0.0	196	6	117	1
5	0.0	1003	11	27	1
5	0.75	438	10	1	1
5	0.75	899	22	86	1
5	0.6666666666666666	1131	1	330	1
5	0.0	196	1	16	1
4	0.0	1448	6	424	1
5	0.0	155	8	192	1
5	0.0	345	4	27	1
5	0.0	99	1	7	1
5	0.0	363	4	104	1
5	0.5	479	2	17	1
4	0.0	215	1	61	1
3	0.9117647058823529	896	2	143	0
3	0.5	1458	3	11	0
4	0.75	121	1	45	1
5	0.75	235	3	2	1
5	0.6	130	1	64	1
5	0.0	128	4	57	1
5	0.0	2426	4	158	1
5	0.0	355	3	19	1
5	0.0	2479	18	295	1
5	0.0	145	1	9	1
4	0.0	179	2	556	1
4	0.5	583	3	159	1
5	0.0	324	3	144	1
5	0.0	354	1	2	1
5	0.3333333333333333	183	1	19	1
3	0.75	139	3	3	0
4	0.8928571428571429	1403	6	128	1
5	0.0	131	3	73	1
1	0.0	192	5	1	0
5	0.5	401	21	75	1
5	0.6666666666666666	224	3	155	1
4	0.0	510	19	90	1
4	0.75	555	1	21	1
5	0.0	282	2	234	1
5	0.5	161	1	9	1
5	0.0	392	1	52	1
4	0.0	112	9	254	1
5	0.5	210	6	7	1
5	0.0	167	1	202	1
1	0.0	469	17	7	0
5	0.8333333333333334	508	4	81	1
4	0.0	238	2	1	1
5	0.25	1484	18	362	1
1	0.5	378	2	1	0
5	0.0	110	1	13	1
5	0.6666666666666666	91	10	202	1
5	0.75	591	11	56	1
5	0.8	220	16	60	1
5	0.0	330	1	14	1
5	0.75	255	2	4	1
3	0.0	799	11	288	0
5	0.5	520	9	332	1
5	0.0	71	6	332	1
3	0.4	871	22	288	0
4	0.0	198	1	7	1
5	0.5	371	3	11	1
1	0.26666666666666666	301	2	38	0
4	0.0	203	5	28	1
5	0.5	251	1	61	1
5	0.0	138	22	455	1
5	0.6666666666666666	252	4	413	1
5	0.5	341	2	4	1
5	0.0	173	1	30	1
4	0.0	178	5	3	1
5	0.0	112	9	424	1
5	0.9024390243902439	1186	8	10	1
4	0.0	151	1	21	1
5	0.0	398	1	86	1
5	0.0	126	9	2	1
5	0.0	975	14	60	1
5	0.5	501	3	12	1
4	0.0	788	8	5	1
2	0.0	153	5	2	0
1	0.6666666666666666	481	1	3	0
5	0.0	105	1	6	1
5	0.5	319	8	147	1
1	0.5	210	1	6	0
1	0.6521739130434783	506	19	86	0
5	0.0	139	4	13	1
5	0.8333333333333334	570	8	385	1
5	0.0	552	1	6	1
5	0.0	153	1	1	1
4	0.5	361	1	285	1
1	0.0	122	6	5	0
5	0.5	394	1	14	1
2	0.6	735	20	76	0
5	0.5	455	3	238	1
5	0.0	306	1	5	1
4	0.0	151	3	28	1
5	0.0	1014	10	65	1
1	0.16666666666666666	519	10	632	0
5	0.0	331	21	332	1
5	0.5	282	11	4	1
5	0.0	116	1	6	1
5	0.0	173	10	36	1
5	0.6666666666666666	1055	1	9	1
1	0.5	142	1	14	0
5	0.0	295	67	1	1
5	0.0	328	2	44	1
5	0.0	463	5	37	1
1	0.3333333333333333	225	5	23	0
5	0.8	919	46	112	1
4	0.0	1771	51	170	1
5	0.0	271	2	6	1
5	0.9705882352941176	1535	7	50	1
5	0.6666666666666666	158	18	11	1
3	0.16666666666666666	255	11	158	0
5	0.0	168	1	23	1
5	0.0	137	1	7	1
5	0.3333333333333333	469	3	58	1
1	0.5862068965517241	1736	4	204	0
1	0.0	156	5	11	0
2	0.0	374	1	8	0
3	0.5	374	1	76	0
5	0.5	174	21	274	1
5	0.0	184	8	22	1
4	0.0	248	15	112	1
5	0.0	129	5	117	1
5	0.0	127	1	8	1
5	0.0	221	14	39	1
5	0.8571428571428571	502	3	30	1
1	0.2857142857142857	364	7	7	0
5	0.5	1639	15	118	1
3	0.5	1764	3	146	0
5	0.0	238	2	2	1
5	0.0	555	1	40	1
4	0.8333333333333334	923	2	27	1
3	0.0	256	2	4	0
2	0.0	309	3	17	0
2	0.0	105	1	1	0
5	0.5	190	1	4	1
5	0.5	431	4	2	1
3	0.6923076923076923	203	3	99	0
5	0.0	110	1	3	1
2	0.0	463	1	3	0
2	0.375	117	14	52	0
5	0.0	926	1	5	1
2	0.3333333333333333	132	7	165	0
2	0.6666666666666666	105	1	131	0
4	0.0	552	6	301	1
5	0.5	297	15	8	1
5	0.0	233	6	128	1
5	0.0	267	3	17	1
5	0.0	160	4	632	1
4	0.6666666666666666	540	421	103	1
5	0.0	946	9	173	1
5	0.3333333333333333	70	1	51	1
5	0.0	125	3	9	1
5	0.0	1015	27	288	1
3	0.0	181	3	162	0
2	0.0	130	1	63	0
5	0.0	124	4	5	1
5	0.0	284	8	10	1
1	0.5	622	162	4	0
5	0.25	337	1	208	1
3	0.0	642	54	530	0
4	0.0	184	6	16	1
5	0.5	182	7	80	1
4	0.0	354	1	20	1
5	0.5	211	7	50	1
5	0.6666666666666666	724	5	3	1
4	0.6	155	14	13	1
5	0.6666666666666666	604	35	7	1
5	0.0	618	58	56	1
1	0.25	294	3	16	0
5	0.9166666666666666	1073	13	26	1
3	0.0	320	54	101	0
5	0.7142857142857143	210	2	12	1
5	0.75	506	24	324	1
5	0.0	134	4	103	1
3	0.0	561	95	109	0
5	0.0	526	1	542	1
5	0.0	296	1	99	1
5	0.0	277	1	347	1
5	0.5	1118	12	4	1
5	0.0	487	1	2	1
5	0.6666666666666666	444	2	8	1
5	0.5	328	88	6	1
2	0.3333333333333333	508	3	11	0
4	0.0	264	16	302	1
3	0.0	560	54	288	0
4	0.0	213	5	12	1
5	0.0	190	1	8	1
5	0.0	288	1	4	1
3	0.0	134	1	87	0
3	0.7333333333333333	3108	1	12	0
3	0.0	328	9	455	0
5	0.0	528	68	246	1
4	0.0	138	1	5	1
5	0.0	191	1	24	1
5	0.6666666666666666	226	5	4	1
1	0.0	188	1	15	0
2	0.0	106	2	148	0
5	0.5	543	20	178	1
5	0.0	79	16	170	1
5	0.0	163	5	47	1
5	0.5	403	1	8	1
5	0.6666666666666666	213	6	39	1
1	0.5	732	8	479	0
5	0.0	300	2	8	1
5	0.5	377	1	67	1
5	0.0	1133	57	113	1
5	0.0	752	1	3	1
5	0.0	349	1	93	1
5	0.875	373	1	2	1
2	0.5	410	1	1	0
5	0.6666666666666666	175	1	40	1
5	0.5	326	8	209	1
5	0.0	351	1	2	1
3	0.6666666666666666	687	15	362	0
5	0.0	116	12	53	1
4	0.8333333333333334	497	8	159	1
5	0.0	148	2	247	1
5	0.0	1048	5	86	1
5	0.0	209	4	118	1
5	0.0	114	1	4	1
5	0.0	222	3	257	1
5	0.3333333333333333	134	4	11	1
5	0.0	841	2	93	1
4	0.75	643	17	80	1
5	0.6666666666666666	543	1	26	1
2	0.0	383	1	99	0
2	0.5	838	135	3	0
5	0.6666666666666666	237	1	32	1
5	0.875	169	26	19	1
5	0.0	374	40	6	1
5	0.0	289	6	193	1
5	0.6666666666666666	137	6	128	1
4	0.0	170	1	94	1
1	0.5	354	2	30	0
4	0.0	456	13	2	1
5	0.0	418	3	11	1
5	0.5	85	1	1	1
5	0.8571428571428571	974	1	4	1
1	0.2857142857142857	428	1	20	0
2	0.7	185	2	13	0
5	0.0	94	5	23	1
5	0.0	395	29	246	1
5	0.7777777777777778	226	1	14	1
5	0.0	165	2	1	1
3	0.978021978021978	1305	57	71	0
5	0.0	171	5	13	1
5	0.3333333333333333	1407	12	88	1
4	0.0	204	13	3	1
3	0.7777777777777778	1920	4	121	0
5	0.0	144	1	9	1
5	0.75	395	2	21	1
1	0.3333333333333333	143	5	14	0
5	0.8	460	2	6	1
4	0.0	145	1	15	1
3	0.4	234	1	14	0
5	0.8	108	3	17	1
5	0.5	336	4	137	1
5	0.5	357	6	69	1
5	0.0	497	1	97	1
4	0.0	291	1	330	1
5	0.9090909090909091	136	1	21	1
5	0.25	205	3	43	1
5	0.6666666666666666	99	15	41	1
4	0.6666666666666666	306	1	39	1
4	0.5	125	1	19	1
5	0.0	99	4	49	1
5	0.0	282	1	12	1
3	0.0	132	1	12	0
5	0.8	446	1	22	1
5	0.0	204	1	54	1
5	0.5714285714285714	357	16	16	1
5	0.5	862	26	170	1
4	0.8	348	73	4	1
3	0.75	497	1	80	0
3	0.6	1762	35	108	0
2	0.0	453	16	26	0
5	0.6666666666666666	558	1	2	1
5	0.0	141	6	2	1
5	0.0	289	10	46	1
5	0.0	196	1	1	1
3	0.6	811	2	6	0
5	0.0	191	1	2	1
5	0.0	96	4	632	1
2	0.0	919	2	1	0
5	0.6666666666666666	1009	365	4	1
5	0.0	123	1	1	1
5	0.0	260	1	67	1
5	0.8	117	3	27	1
4	0.0	123	3	83	1
5	0.8	132	1	15	1
3	0.5	372	34	288	0
5	0.0	91	2	4	1
5	0.0	151	1	21	1
1	0.6666666666666666	743	1	12	0
5	0.0	324	1	82	1
5	0.5	125	3	251	1
5	0.0	105	1	12	1
5	0.3333333333333333	553	113	21	1
1	0.75	1155	1	2	0
5	0.5	165	6	2	1
5	0.8571428571428571	434	43	117	1
3	0.9	830	4	3	0
5	0.0	604	3	1	1
4	0.0	82	10	110	1
2	0.3333333333333333	678	1	39	0
5	0.5	517	17	37	1
5	0.0	252	1	9	1
5	0.8333333333333334	1049	1	6	1
3	0.0	401	9	38	0
5	0.3333333333333333	359	45	178	1
5	0.5	319	4	182	1
5	0.8	497	22	14	1
5	0.5	345	1	16	1
5	0.6666666666666666	90	3	22	1
5	0.0	97	14	387	1
5	0.8333333333333334	625	7	14	1
2	0.0	403	1	8	0
5	0.3333333333333333	86	9	13	1
5	0.0	114	6	5	1
3	0.4	424	15	288	0
3	0.0	206	7	8	0
5	0.0	4041	12	10	1
5	0.5	281	1	9	1
5	0.6666666666666666	439	1	43	1
5	0.0	187	6	5	1
5	0.0	126	2	29	1
5	0.0	195	1	23	1
5	0.875	879	6	147	1
5	0.0	178	4	5	1
5	0.6666666666666666	191	4	2	1
5	0.9615384615384616	460	3	121	1
5	0.0	231	4	487	1
1	0.0	716	1	3	0
5	0.5714285714285714	156	25	170	1
5	0.0	145	19	564	1
5	0.0	175	1	3	1
2	0.7692307692307693	700	12	170	0
5	0.0	333	1	1	1
5	0.0	308	8	385	1
5	0.5	309	12	107	1
4	0.5	257	3	15	1
5	0.0	254	4	121	1
4	0.0	395	8	295	1
5	0.5	336	2	29	1
4	0.0	162	49	7	1
3	0.5	296	1	21	0
1	0.6666666666666666	215	1	2	0
5	0.0	1517	65	491	1
5	0.0	303	2	225	1
5	0.0	344	12	174	1
5	0.6	288	3	46	1
5	0.0	79	1	1	1
4	0.5	444	25	170	1
5	0.0	203	1	9	1
4	0.3333333333333333	347	13	288	1
5	0.5	221	1	37	1
5	0.0	549	43	6	1
5	0.5	315	10	101	1
4	0.0	593	4	144	1
3	0.6666666666666666	392	13	4	0
4	0.0	486	3	22	1
5	0.0	223	1	117	1
4	0.5	1452	18	288	1
2	0.0	312	3	70	0
5	0.0	164	8	52	1
1	0.0	323	1	9	0
4	0.5	517	2	13	1
4	0.0	265	34	1	1
5	0.0	113	26	170	1
5	0.75	417	13	158	1
5	0.0	125	3	37	1
5	0.9361702127659575	848	3	93	1
5	0.0	299	3	36	1
5	0.6	215	8	3	1
5	0.6666666666666666	851	8	118	1
1	0.75	753	1	44	0
5	0.0	639	22	6	1
5	0.5	133	3	4	1
5	0.5	165	4	158	1
5	0.0	211	4	75	1
4	0.5	469	4	67	1
5	0.75	870	60	7	1
5	0.5	376	7	5	1
5	0.8	271	1	3	1
3	0.3333333333333333	1424	12	34	0
5	0.0	112	2	220	1
5	0.0	155	1	9	1
5	0.5	316	1	98	1
5	0.0	391	4	3	1
5	0.0	914	40	102	1
4	0.0	1135	35	530	1
5	0.0	324	1	12	1
5	0.75	155	1	12	1
2	0.14285714285714285	1510	8	385	0
3	0.5	122	4	138	0
5	0.9	484	3	6	1
2	0.0	140	1	9	0
5	0.0	460	11	98	1
5	0.6666666666666666	710	2	8	1
4	0.5	2891	49	93	1
5	0.0	451	10	564	1
4	0.0	271	2	30	1
5	0.75	664	6	18	1
1	0.3333333333333333	118	2	18	0
5	0.6666666666666666	256	1	2	1
5	0.0	314	3	189	1
1	0.8235294117647058	1107	2	1	0
5	0.0	1723	5	1	1
5	0.9	573	9	389	1
4	0.6	74	1	13	1
4	0.0	331	3	10	1
4	0.9	770	2	251	1
5	0.0	264	16	69	1
4	0.0	164	1	1	1
5	0.6666666666666666	194	1	24	1
5	0.5	348	2	2	1
5	0.5	276	12	103	1
3	0.3333333333333333	187	1	1	0
4	0.6666666666666666	1118	3	6	1
5	0.5	251	1	24	1
3	0.7692307692307693	1215	12	117	0
5	0.0	473	4	455	1
5	0.6666666666666666	308	1	20	1
1	0.5	227	1	2	0
4	0.5	626	8	257	1
1	0.1875	506	5	7	0
4	0.0	629	365	129	1
5	0.6666666666666666	287	1	2	1
3	0.84	373	1	17	0
5	0.0	191	5	324	1
5	0.5	398	1	9	1
5	0.6666666666666666	569	9	14	1
5	0.0	463	2	15	1
5	0.75	414	1	21	1
1	0.3333333333333333	1123	1	15	0
4	0.0	444	28	3	1
5	0.0	1554	3	195	1
4	0.0	195	2	4	1
5	0.0	114	1	913	1
5	0.0	502	17	293	1
5	0.0	323	20	424	1
5	0.5	235	4	340	1
5	0.3333333333333333	1154	9	74	1
5	0.6666666666666666	301	46	209	1
4	0.0	390	4	11	1
5	0.0	209	1	83	1
5	0.8	379	3	35	1
2	0.8571428571428571	116	1	15	0
1	0.0	595	1	4	0
5	0.0	391	37	623	1
4	0.8	130	2	13	1
1	0.5	253	1	12	0
1	0.42857142857142855	338	10	107	0
4	0.6	413	3	10	1
5	0.8333333333333334	642	3	144	1
4	0.5	173	2	10	1
5	0.0	254	3	12	1
5	0.6666666666666666	171	5	3	1
4	0.0	216	4	3	1
5	0.5	719	7	10	1
5	0.5	113	12	46	1
4	0.5	735	17	33	1
5	0.0	208	1	5	1
5	0.0	428	1	87	1
4	0.0	134	8	10	1
1	0.0	140	6	2	0
5	0.0	154	6	632	1
5	0.0	170	1	7	1
5	0.0	110	4	2	1
5	0.8	132	1	16	1
5	0.5	217	10	3	1
5	0.0	181	11	3	1
3	0.3333333333333333	199	1	9	0
5	0.0	535	3	389	1
5	0.8571428571428571	212	1	131	1
5	0.0	491	6	98	1
5	0.6666666666666666	247	27	60	1
5	0.7272727272727273	445	13	13	1
5	0.0	482	8	172	1
5	0.0	175	14	60	1
5	0.0	1391	134	12	1
4	0.0	525	86	491	1
5	0.3333333333333333	105	1	53	1
5	0.2	769	6	18	1
5	0.5	184	12	170	1
5	0.0	259	7	7	1
4	0.6666666666666666	473	1	3	1
5	0.75	71	2	2	1
5	0.0	161	2	83	1
4	0.5	347	42	170	1
5	0.0	243	7	1	1
4	0.0	243	3	27	1
2	0.0	347	2	5	0
5	0.0	186	14	6	1
3	0.0	902	2	18	0
5	0.0	153	1	62	1
5	0.5	305	1	11	1
5	0.0	442	16	17	1
5	0.5	462	2	9	1
5	0.6666666666666666	134	2	11	1
5	0.0	160	4	632	1
5	0.0	246	4	26	1
4	0.6666666666666666	234	10	23	1
5	0.5	253	2	129	1
4	0.5	198	14	105	1
2	0.5	583	149	18	0
5	0.0	237	1	78	1
1	0.25	528	1	23	0
5	0.0	904	1	2	1
5	0.0	380	5	95	1
5	0.8571428571428571	239	1	6	1
3	0.0	590	18	169	0
5	0.6666666666666666	146	1	60	1
5	0.0	114	7	192	1
5	0.0	417	3	1	1
5	0.0	705	365	288	1
5	0.875	676	1	26	1
5	0.0	193	3	45	1
5	0.0	110	4	157	1
2	0.42857142857142855	449	44	60	0
5	0.7272727272727273	225	1	12	1
5	0.9	397	13	385	1
4	0.8571428571428571	781	5	14	1
5	0.0	136	1	1	1
5	0.5	504	4	19	1
5	0.0	150	2	92	1
4	0.5	1032	142	1	1
5	0.5	211	2	209	1
5	0.0	539	10	101	1
5	0.5	294	6	254	1
5	0.0	149	2	6	1
4	0.96	1203	1	11	1
5	0.0	329	4	3	1
4	0.3333333333333333	416	9	542	1
4	0.5	285	1	3	1
4	0.5	284	8	7	1
5	0.5	167	1	39	1
1	0.0	235	12	119	0
4	0.0	779	389	5	1
3	0.5	241	18	31	0
5	0.0	700	10	168	1
5	0.8	314	1	45	1
4	0.0	734	17	99	1
1	0.5	602	14	23	0
5	0.5	144	1	14	1
5	0.0	160	2	5	1
5	0.75	480	2	15	1
5	0.75	1008	3	293	1
5	0.0	594	6	424	1
3	0.0	357	11	158	0
4	0.0	340	1	23	1
5	0.0	277	1	1	1
3	0.5	262	16	158	0
3	0.0	612	10	246	0
5	0.0	271	1	335	1
3	0.3333333333333333	763	1	28	0
5	0.0	307	2	116	1
5	0.75	109	15	26	1
3	0.0	114	3	6	0
5	0.9411764705882353	755	7	16	1
5	0.0	136	1	27	1
1	0.0	271	1	3	0
5	0.6666666666666666	173	1	17	1
2	0.0	325	6	293	0
5	0.0	433	36	105	1
3	0.0	298	10	254	0
5	0.75	230	1	2	1
4	0.5	310	2	1	1
5	0.8888888888888888	732	6	21	1
5	0.6	340	118	10	1
5	0.0	331	3	1	1
5	0.0	96	7	176	1
5	0.0	829	10	424	1
5	0.8571428571428571	730	1	11	1
1	0.8823529411764706	268	1	36	0
5	0.9285714285714286	338	1	3	1
5	0.0	269	4	4	1
1	0.0	91	7	98	0
5	0.6666666666666666	793	2	24	1
1	0.5714285714285714	592	6	60	0
4	0.0	735	1	14	1
5	0.0	379	2	148	1
5	0.0	194	2	3	1
5	0.8	428	1	20	1
1	0.2	129	1	4	0
5	0.0	247	5	53	1
4	0.5	79	1	22	1
5	0.5	246	1	4	1
5	0.5	359	1	22	1
5	0.0	175	2	225	1
2	0.8333333333333334	358	3	7	0
5	0.75	951	9	254	1
5	0.0	1411	3	98	1
4	0.0	197	3	2	1
5	0.5	378	1	6	1
4	0.0	429	77	42	1
5	0.8333333333333334	627	3	1	1
5	0.6666666666666666	283	2	114	1
1	0.3333333333333333	223	25	170	0
5	0.5	355	20	7	1
5	0.0	262	2	13	1
5	0.75	494	16	67	1
2	0.8	466	1	8	0
5	0.0	292	1	55	1
5	0.6666666666666666	147	2	5	1
4	0.75	437	8	3	1
5	0.3333333333333333	170	25	170	1
5	0.0	302	17	5	1
5	0.0	247	6	254	1
5	0.0	186	1	3	1
1	0.6666666666666666	351	1	16	0
1	0.0	460	1	9	0
5	0.6666666666666666	194	1	18	1
5	0.0	735	1	16	1
3	0.8333333333333334	1057	6	188	0
5	0.6666666666666666	348	4	144	1
5	0.5	401	21	15	1
4	0.0	171	7	21	1
5	0.0	252	1	3	1
5	0.0	264	1	5	1
5	0.5	172	17	4	1
5	0.0	752	20	564	1
4	0.6666666666666666	260	1	22	1
5	0.0	796	2	506	1
5	0.75	102	25	170	1
5	0.0	542	35	80	1
3	0.0	292	4	57	0
5	0.6666666666666666	1506	2	556	1
4	0.0	215	3	1	1
5	0.5	274	1	2	1
1	0.3333333333333333	783	29	455	0
3	0.0	186	3	6	0
5	0.0	655	2	125	1
4	0.5	413	11	139	1
5	0.9014084507042254	983	1	160	1
5	0.3333333333333333	149	6	16	1
5	0.0	617	2	143	1
3	0.0	204	2	542	0
5	0.0	480	21	1	1
5	0.5	74	2	4	1
4	0.0	256	2	304	1
4	0.9411764705882353	407	24	126	1
5	0.0	209	4	114	1
5	0.0	96	1	61	1
4	0.0	505	2	27	1
5	0.5	142	2	64	1
5	0.0	384	111	1	1
4	0.3333333333333333	170	1	25	1
5	0.0	271	5	86	1
5	0.5	325	9	21	1
4	0.75	442	5	3	1
5	0.0	259	1	1	1
2	0.9545454545454546	639	1	4	0
5	0.0	199	1	20	1
1	0.06666666666666667	103	4	21	0
5	0.0	164	1	10	1
5	0.0	206	2	21	1
3	0.5	545	9	37	0
5	0.0	761	1	10	1
4	0.5	160	2	251	1
5	0.5	89	3	107	1
5	0.5	208	1	44	1
5	0.0	680	2	3	1
5	0.0	142	4	487	1
5	0.0	113	4	77	1
5	0.0	234	7	9	1
5	0.75	213	2	10	1
5	0.8	1052	2	29	1
1	0.0	148	16	564	0
5	0.0	172	2	28	1
5	0.0	102	8	12	1
5	0.0	340	9	173	1
4	0.0	436	39	49	1
4	0.0	150	14	385	1
5	0.3333333333333333	942	4	31	1
5	0.8	688	4	11	1
4	0.5	297	1	5	1
4	0.0	616	19	7	1
5	0.8333333333333334	153	2	18	1
5	0.0	60	1	73	1
5	0.8333333333333334	575	1	101	1
5	0.0	305	1	1	1
3	0.0	592	1	2	0
5	0.5	148	1	1	1
5	0.0	156	1	1	1
1	0.75	219	1	21	0
5	0.75	1178	13	15	1
1	0.0	129	3	40	0
4	0.0	1411	82	260	1
5	0.5	522	1	15	1
5	0.0	121	7	242	1
1	0.9090909090909091	1327	1	28	0
5	0.0	144	2	2	1
5	0.5	247	7	172	1
2	0.0	462	20	455	0
5	0.0	419	17	80	1
4	0.0	824	15	64	1
5	0.0	183	1	20	1
5	0.0	118	8	33	1
5	0.0	180	1	47	1
5	0.0	251	1	2	1
