recode,yob,year,smsa,agesq,annwage,ind,occ,marchwt,state,metcode,division,race,age,vet,weeks,marital,class,esr,hrslw,hrsly,higratt,higrcomp,wageflag,esrflag,age2,educ,veteran,black,other,city,balsmsa,spsepres,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13,college,someco,yr81,yr82,yr83,yr84,yr85,yob44,yob45,yob46,yob47,yob48,yob49,yob50,yob51,yob52,yob53,neweng,midatl,eastnth,westnth,sthatl,eaststh,weststh,mount,pacific
9,50,82,7360.0,1024.0,30000.0,379.0,245.0,173017.0,93.0,2.0,9.0,3.0,32.0,6.0,52.0,1.0,1.0,1.0,45.0,50.0,17.0,1.0,0.0,0.0,32,16,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,46,82,7360.0,1225.0,13450.0,377.0,962.0,54610.0,93.0,2.0,9.0,2.0,35.0,1.0,22.0,1.0,1.0,3.0,0.0,30.0,13.0,1.0,0.0,0.0,36,12,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,47,82,7360.0,1225.0,33000.0,377.0,14.0,182325.0,93.0,2.0,9.0,1.0,35.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,35,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,52,82,7360.0,841.0,38600.0,69.0,430.0,153582.0,93.0,2.0,9.0,2.0,29.0,6.0,52.0,1.0,1.0,1.0,54.0,40.0,18.0,1.0,0.0,0.0,30,17,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,49,82,7360.0,1024.0,16000.0,647.0,473.0,97627.0,93.0,2.0,9.0,1.0,32.0,6.0,52.0,1.0,1.0,1.0,30.0,40.0,13.0,1.0,0.0,0.0,33,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,50,82,7280.0,961.0,30985.0,227.0,245.0,190556.0,93.0,1.0,9.0,1.0,31.0,6.0,52.0,1.0,1.0,1.0,52.0,60.0,15.0,2.0,0.0,0.0,32,13,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,52,82,7280.0,900.0,5550.0,69.0,522.0,190556.0,93.0,1.0,9.0,1.0,30.0,6.0,40.0,1.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,30,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,50,82,7280.0,961.0,20000.0,587.0,374.0,174668.0,93.0,1.0,9.0,1.0,31.0,1.0,52.0,1.0,1.0,1.0,40.0,45.0,17.0,1.0,1.0,0.0,32,16,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,49,82,7280.0,1024.0,25167.0,448.0,552.0,186076.0,93.0,2.0,9.0,1.0,32.0,1.0,52.0,8.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,33,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,48,82,7280.0,1089.0,0.0,749.0,644.0,179557.0,93.0,1.0,9.0,1.0,33.0,1.0,52.0,1.0,6.0,1.0,72.0,50.0,16.0,2.0,0.0,0.0,34,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,44,82,7280.0,1369.0,31000.0,139.0,715.0,179557.0,93.0,1.0,9.0,3.0,37.0,6.0,52.0,1.0,1.0,1.0,32.0,60.0,15.0,2.0,0.0,0.0,38,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,48,82,0.0,1089.0,30000.0,527.0,1.0,186179.0,91.0,4.0,9.0,1.0,33.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,34,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,82,6920.0,900.0,1100.0,69.0,245.0,186188.0,93.0,2.0,9.0,1.0,30.0,6.0,43.0,1.0,6.0,1.0,40.0,35.0,16.0,1.0,3.0,0.0,31,15,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,45,82,7400.0,1296.0,30000.0,729.0,190.0,184662.0,93.0,1.0,9.0,1.0,36.0,6.0,52.0,8.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,37,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,49,82,7400.0,1024.0,4800.0,738.0,443.0,178066.0,93.0,1.0,9.0,1.0,32.0,6.0,26.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,33,16,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,47,82,7400.0,1225.0,37029.0,208.0,12.0,178066.0,93.0,1.0,9.0,1.0,35.0,1.0,52.0,1.0,1.0,1.0,32.0,40.0,17.0,1.0,0.0,0.0,35,16,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,50,82,7400.0,1024.0,38000.0,888.0,14.0,193456.0,93.0,2.0,9.0,1.0,32.0,6.0,52.0,8.0,1.0,1.0,45.0,50.0,19.0,1.0,0.0,0.0,32,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,53,82,7400.0,841.0,57000.0,77.0,245.0,193575.0,93.0,2.0,9.0,1.0,29.0,6.0,52.0,1.0,1.0,1.0,50.0,45.0,13.0,1.0,1.0,0.0,29,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,50,82,7400.0,961.0,15000.0,857.0,144.0,178066.0,93.0,1.0,9.0,1.0,31.0,6.0,39.0,1.0,4.0,1.0,55.0,55.0,19.0,2.0,1.0,0.0,32,17,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,49,82,7400.0,1089.0,18000.0,609.0,283.0,174980.0,93.0,1.0,9.0,1.0,33.0,1.0,52.0,1.0,1.0,1.0,45.0,40.0,13.0,1.0,0.0,0.0,33,12,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,50,82,7400.0,961.0,25000.0,468.0,152.0,178066.0,93.0,1.0,9.0,1.0,31.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,2.0,0.0,0.0,32,13,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,49,82,7400.0,1089.0,16500.0,189.0,610.0,84105.0,93.0,1.0,9.0,1.0,33.0,6.0,48.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,33,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,50,82,7600.0,961.0,3500.0,858.0,381.0,82362.0,91.0,1.0,9.0,3.0,31.0,6.0,22.0,1.0,1.0,1.0,30.0,40.0,19.0,1.0,0.0,0.0,32,18,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,46,82,7600.0,1225.0,33405.0,227.0,152.0,165374.0,91.0,1.0,9.0,1.0,35.0,1.0,50.0,8.0,1.0,1.0,40.0,50.0,17.0,2.0,1.0,0.0,36,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,82,7600.0,961.0,7132.0,387.0,690.0,243686.0,91.0,2.0,9.0,1.0,31.0,6.0,50.0,6.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,32,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,52,82,7600.0,900.0,11000.0,69.0,245.0,188450.0,91.0,2.0,9.0,1.0,30.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,30,16,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,44,82,7600.0,1369.0,25000.0,709.0,271.0,174494.0,91.0,2.0,9.0,1.0,37.0,1.0,52.0,1.0,1.0,1.0,60.0,50.0,14.0,2.0,0.0,0.0,38,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,52,82,7600.0,900.0,25000.0,417.0,715.0,188450.0,91.0,2.0,9.0,1.0,30.0,6.0,46.0,1.0,1.0,1.0,44.0,40.0,13.0,1.0,0.0,0.0,30,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14,46,82,7600.0,1225.0,23000.0,907.0,331.0,166069.0,91.0,2.0,9.0,1.0,35.0,1.0,52.0,1.0,2.0,1.0,40.0,38.0,17.0,1.0,0.0,0.0,36,16,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,48,82,7600.0,1089.0,21200.0,857.0,1.0,176135.0,91.0,2.0,9.0,1.0,33.0,1.0,52.0,8.0,4.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,34,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,44,82,7600.0,1369.0,28000.0,539.0,245.0,163191.0,91.0,2.0,9.0,1.0,37.0,1.0,32.0,1.0,1.0,3.0,0.0,60.0,15.0,1.0,0.0,0.0,38,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,52,82,7320.0,841.0,15522.0,0.0,0.0,165638.0,93.0,1.0,9.0,1.0,29.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,30,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,45,82,7320.0,1296.0,0.0,0.0,0.0,184662.0,93.0,1.0,9.0,1.0,36.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,15.0,2.0,0.0,0.0,37,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,49,82,7320.0,1024.0,4700.0,669.0,911.0,244364.0,93.0,1.0,9.0,1.0,32.0,6.0,39.0,8.0,1.0,1.0,20.0,30.0,11.0,2.0,0.0,0.0,33,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,49,82,7320.0,1089.0,3500.0,639.0,473.0,250313.0,93.0,2.0,9.0,1.0,33.0,1.0,26.0,6.0,1.0,3.0,0.0,40.0,11.0,1.0,0.0,0.0,33,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,50,82,7320.0,961.0,24500.0,569.0,715.0,193575.0,93.0,2.0,9.0,1.0,31.0,1.0,52.0,1.0,1.0,3.0,0.0,60.0,13.0,1.0,0.0,0.0,32,12,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,44,82,7320.0,1444.0,2000.0,19.0,755.0,209464.0,93.0,2.0,9.0,1.0,38.0,6.0,12.0,6.0,1.0,1.0,36.0,40.0,12.0,2.0,0.0,0.0,38,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,51,82,7320.0,900.0,2000.0,759.0,563.0,193575.0,93.0,2.0,9.0,1.0,30.0,6.0,52.0,1.0,1.0,1.0,9.0,22.0,13.0,1.0,0.0,0.0,31,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,47,82,7320.0,1156.0,19000.0,757.0,644.0,91200.0,93.0,2.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,45.0,40.0,13.0,1.0,0.0,0.0,35,12,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,50,82,7320.0,961.0,0.0,667.0,245.0,184123.0,93.0,2.0,9.0,1.0,31.0,6.0,52.0,1.0,6.0,1.0,48.0,48.0,19.0,1.0,0.0,0.0,32,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,47,82,7320.0,1156.0,34470.0,927.0,1.0,173495.0,93.0,2.0,9.0,1.0,34.0,1.0,52.0,1.0,3.0,1.0,38.0,50.0,19.0,1.0,0.0,0.0,35,18,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,47,82,7320.0,1156.0,33000.0,628.0,231.0,173495.0,93.0,2.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,50.0,50.0,15.0,1.0,1.0,0.0,35,14,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,47,82,7320.0,1156.0,11000.0,207.0,245.0,89032.0,93.0,1.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,60.0,40.0,6.0,1.0,1.0,0.0,35,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,45,82,7320.0,1296.0,53000.0,208.0,55.0,174980.0,93.0,1.0,9.0,1.0,36.0,6.0,52.0,1.0,1.0,1.0,40.0,45.0,19.0,1.0,0.0,0.0,37,18,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,47,82,7320.0,1156.0,60000.0,828.0,65.0,178066.0,93.0,1.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,60.0,80.0,19.0,1.0,0.0,0.0,35,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,44,82,7320.0,1369.0,26500.0,0.0,0.0,178066.0,93.0,1.0,9.0,1.0,37.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,38,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,49,82,0.0,1089.0,10500.0,668.0,245.0,174314.0,86.0,1.0,8.0,1.0,33.0,1.0,52.0,1.0,1.0,1.0,50.0,50.0,14.0,2.0,0.0,0.0,33,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14,52,82,0.0,841.0,10000.0,69.0,535.0,153597.0,86.0,4.0,8.0,1.0,29.0,6.0,52.0,1.0,1.0,1.0,16.0,40.0,11.0,2.0,0.0,0.0,30,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,53,82,0.0,784.0,29413.0,729.0,5.0,153597.0,86.0,4.0,8.0,1.0,28.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,29,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8,48,82,0.0,1089.0,28000.0,537.0,205.0,144730.0,86.0,4.0,8.0,1.0,33.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,34,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,48,82,0.0,1089.0,13259.0,19.0,715.0,84534.0,86.0,1.0,8.0,1.0,33.0,6.0,52.0,1.0,1.0,1.0,48.0,35.0,11.0,1.0,0.0,0.0,34,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,49,82,0.0,1024.0,21000.0,587.0,245.0,147790.0,86.0,4.0,8.0,1.0,32.0,1.0,52.0,1.0,1.0,1.0,42.0,44.0,13.0,1.0,0.0,0.0,33,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,46,82,0.0,1225.0,23000.0,69.0,430.0,182455.0,93.0,1.0,9.0,1.0,35.0,6.0,48.0,1.0,1.0,3.0,0.0,40.0,15.0,1.0,1.0,0.0,36,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,52,82,0.0,841.0,5054.0,917.0,332.0,185673.0,93.0,1.0,9.0,1.0,29.0,6.0,28.0,1.0,2.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,30,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,48,82,0.0,1089.0,22000.0,207.0,153.0,69139.0,87.0,4.0,8.0,1.0,33.0,6.0,52.0,1.0,1.0,1.0,48.0,44.0,14.0,2.0,0.0,0.0,34,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,44,82,0.0,1369.0,20000.0,208.0,153.0,67941.0,87.0,4.0,8.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,38,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,50,82,0.0,961.0,13000.0,68.0,715.0,79872.0,87.0,1.0,8.0,1.0,31.0,1.0,30.0,6.0,1.0,3.0,0.0,60.0,13.0,1.0,0.0,0.0,32,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,46,82,0.0,1225.0,37000.0,888.0,183.0,75307.0,87.0,1.0,8.0,1.0,35.0,6.0,52.0,1.0,1.0,1.0,55.0,70.0,19.0,1.0,0.0,0.0,36,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,52,82,0.0,900.0,5000.0,728.0,903.0,103346.0,87.0,1.0,8.0,1.0,30.0,1.0,20.0,6.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,30,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8,53,82,0.0,784.0,4426.0,69.0,601.0,73375.0,87.0,4.0,8.0,1.0,28.0,5.0,37.0,1.0,1.0,5.0,0.0,15.0,16.0,1.0,0.0,0.0,29,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6,47,82,0.0,1156.0,15000.0,669.0,915.0,73331.0,87.0,4.0,8.0,1.0,34.0,6.0,52.0,8.0,1.0,1.0,35.0,35.0,17.0,1.0,0.0,0.0,35,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,44,82,0.0,1444.0,19000.0,448.0,552.0,71700.0,87.0,4.0,8.0,1.0,38.0,6.0,52.0,8.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,38,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,48,82,0.0,1089.0,27000.0,907.0,361.0,73375.0,87.0,4.0,8.0,1.0,33.0,6.0,52.0,1.0,2.0,1.0,43.0,46.0,15.0,2.0,0.0,0.0,34,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,44,82,0.0,1369.0,26000.0,189.0,475.0,67941.0,87.0,4.0,8.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,14.0,1.0,0.0,0.0,38,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,49,82,0.0,961.0,22400.0,809.0,245.0,52987.0,88.0,4.0,8.0,1.0,31.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,33,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,53,82,0.0,784.0,12000.0,0.0,0.0,57977.0,88.0,4.0,8.0,1.0,28.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,29,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,46,82,0.0,1225.0,22396.0,757.0,473.0,50197.0,88.0,4.0,8.0,1.0,35.0,6.0,50.0,1.0,1.0,3.0,0.0,50.0,14.0,1.0,1.0,0.0,36,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,49,82,0.0,1024.0,37000.0,748.0,535.0,38895.0,88.0,4.0,8.0,2.0,32.0,6.0,52.0,1.0,1.0,1.0,32.0,40.0,13.0,1.0,0.0,0.0,33,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,52,82,0.0,900.0,18000.0,0.0,0.0,54153.0,88.0,4.0,8.0,1.0,30.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,30,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9,47,82,0.0,1156.0,13000.0,777.0,910.0,54120.0,88.0,4.0,8.0,1.0,34.0,6.0,39.0,6.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,45,82,0.0,1369.0,8000.0,718.0,270.0,51027.0,88.0,4.0,8.0,1.0,37.0,6.0,40.0,1.0,1.0,1.0,48.0,60.0,16.0,1.0,0.0,0.0,37,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
